"filename","baybayin_text","latin_text"
"sentence_82.png","ᜋᜌ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜁᜈ᜕ᜋ᜔ᜉ᜔   ᜐ᜕ᜇ   ᜃ᜕","May bula ang inuming soda ko."
"sentence_83.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜀᜌ᜔
ᜆ᜕ᜋᜎ᜔ᜊ᜕ᜄ᜔   ᜐ   ᜉᜇ᜔ᜇ᜔","Ang bola ay tumalbog sa pader."
"sentence_84.png","ᜉ᜕ᜈ᜕   ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜃᜋᜌ᜔   ᜃ᜕
ᜑᜊᜉ᜔   ᜈᜄ᜔ᜑ᜕ᜑ᜕ᜄᜐ᜔","Puno ng bula ang kamay ko habang naghuhugas."
"sentence_85.png","ᜉ᜕ᜇ᜕   ᜉᜄ᜔ᜎᜎᜇ᜕   ᜈᜎᜉ᜔
ᜉ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜃᜈ᜔ᜌᜉ᜔   ᜁᜈᜀᜆ᜕ᜉᜄ᜔","Puro paglalaro nalang ng bola ang kanyang inaatupag."
"sentence_86.png","ᜋᜌ᜔   ᜊ᜕ᜎ   ᜉ
ᜐ   ᜊ᜕ᜑ᜕ᜃ᜔   ᜈ᜔ᜌ
ᜇᜑ᜔ᜎ᜔   ᜑ᜔ᜈ᜔ᜇ᜔   ᜈ᜔ᜌ
ᜈᜊᜊᜈ᜔ᜎᜏᜈ᜔   ᜈᜉ᜔   ᜋᜀᜌ᜕ᜐ᜔
ᜀᜉ᜔   ᜐ᜔ᜑᜋ᜔ᜉ᜕ᜂ","May bula pa sa buhok niya dahil hindi niya nababanlawan nang maayos ang shampoo."
"sentence_87.png","ᜄᜏ   ᜐ   ᜄ᜕ᜋ
ᜀᜉ᜔   ᜊ᜕ᜎ","Gawa sa goma ang bola."
"sentence_88.png","ᜈᜄ᜔ᜋ᜔ᜐ᜔ᜆ᜕ᜎᜉ᜔   ᜂᜎᜉ᜔   ᜀᜉ᜔
ᜇᜋ᜔   ᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜊᜆ᜔ᜑ᜔ᜆ᜕ᜊ᜔","Nagmistulang ulap ang dami ng bula sa bathtub."
"sentence_89.png","ᜁᜉᜆ᜔   ᜃ   ᜀᜆ᜔
ᜊᜃ   ᜆᜋᜀᜈ᜔   ᜃ
ᜉ᜔   ᜊ᜕ᜎ","Ingat ka at baka tamaan ka ng bola."
"sentence_90.png","ᜄ᜕ᜋᜄᜋ᜔ᜆ᜔   ᜃᜋ᜔   ᜉ᜔
ᜐᜊ᜕ᜉ᜔   ᜉᜋ᜔ᜉᜎ᜔ᜄ᜕   ᜈ
ᜋᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ","Gumagamit kami ng sabong pampaligo na maraming bula."
"sentence_91.png","ᜊ᜔ᜎ᜕ᜄ᜔   ᜈ   ᜊ᜔ᜎ᜕ᜄ᜔
ᜀᜉ᜔   ᜊ᜕ᜎ   ᜈ
ᜑᜏᜃ᜔   ᜉ᜔   ᜊᜆ","Bilog na bilog ang bola na hawak ng bata."
"sentence_92.png","ᜋᜌ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜆ᜕ᜂᜆ᜔ᜑ᜔ᜉᜐ᜔ᜆ᜔   ᜑᜊᜉ᜔   ᜈᜄ᜔ᜐ᜔ᜐ᜔ᜉ᜔ᜎ᜔ᜌ᜕","May bula ang toothpaste habang nagsisipilyo."
"sentence_93.png","ᜑ᜔ᜈ᜔ᜇ᜔   ᜃ᜕   ᜄ᜕ᜐ᜔ᜆ᜕
ᜀᜉ᜔   ᜄᜈ᜕ᜂᜉ᜔   ᜃ᜔ᜎᜐ᜔ᜉ᜔
ᜊ᜕ᜎ","Hindi ko gusto ang ganoong klaseng bola."
"sentence_94.png","ᜑ᜔ᜈᜑᜊ᜕ᜎ᜔   ᜉ᜔   ᜊᜆ
ᜀᜉ᜔   ᜊ᜕ᜎ   ᜈ
ᜎ᜕ᜋ᜕ᜎ᜕ᜆᜉ᜔   ᜐ   ᜉᜇ᜔ᜃ᜔","Hinahabol ng bata ang bula na lumulutang sa parke."
"sentence_95.png","ᜐ   ᜄ᜔ᜆ᜔ᜈ   ᜉ᜔
ᜂᜂᜇ᜔ᜆ᜔   ᜑ᜔ᜈᜑᜄ᜔ᜐ᜔   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜐ   ᜂᜋ᜔ᜉ᜔ᜐ
ᜉ᜔   ᜎᜇ᜕   ᜉ᜔
ᜊᜐ᜔ᜃ᜔ᜆ᜔ᜊ᜕ᜎ᜔","Sa gitna ng court hinahagis ang bola sa umpisa ng laro ng basketbol."
"sentence_96.png","ᜐ᜔ᜌ   ᜀᜌ᜔   ᜋᜊ᜔ᜎ᜔ᜐ᜔
ᜈᜏᜎ   ᜉ᜔   ᜉᜇᜉ᜔
ᜊ᜕ᜎ","Sya ay mabilis nawala ng parang bula."
"sentence_97.png","ᜀᜉ᜔   ᜉ᜔ᜈᜃᜋᜄᜎ᜔ᜉ᜔   ᜈ
ᜋᜈ᜔ᜎᜎᜇ᜕   ᜀᜉ᜔   ᜋᜇᜎᜐ᜔
ᜉ᜔ᜈᜉᜑᜏᜃ᜔   ᜉ᜔   ᜊ᜕ᜎ","Ang pinakamagaling na manlalaro ang madalas pinapahawak ng bola."
"sentence_98.png","ᜃ᜕ᜋᜃᜎᜆ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜐᜑ᜔ᜄ᜔   ᜃᜌ
ᜃᜁᜎᜉᜈ᜔   ᜀᜄᜇ᜔   ᜉ᜕ᜈᜐᜈ᜔","Kumakalat ang bula sa sahig kaya kailangan agad punasan."
"sentence_99.png","ᜈᜉᜃᜋᜑᜎ᜔   ᜉ᜔   ᜊ᜕ᜎ
ᜈ   ᜈᜊ᜔ᜎ᜔   ᜈ᜔ᜌ
ᜐ   ᜉᜎ᜔ᜉ᜔ᜃ᜔","Napakamahal ng bola na nabili niya sa palengke."
"sentence_100.png","ᜋᜌ᜔   ᜋᜎ᜔ᜎ᜔ᜁᜆ᜔   ᜈ
ᜊ᜕ᜎ   ᜐ   ᜁᜊᜊᜏ᜔
ᜉ᜔   ᜐᜊᜏ᜔","May maliliit na bula sa ibabaw ng sabaw."
